jarak_tempuh_km,durasi_kemacetan_menit,suhu_saat_ini,nilai_mkt_sejauh_ini,probabilitas_rusak,durasi_ekskursi_menit_final,nilai_mkt_final
4.69,22.17,6.28,5.9,0.0,0,6.06
6.23,25.39,5.98,5.64,0.0782,0,6.22
6.47,33.83,4.5,4.14,0.0961,0,4.4
7.34,57.04,7.81,6.73,0.2973,21,7.46
14.46,6.53,6.26,6.04,0.0,0,6.34
16.03,1.97,5.75,5.52,0.0657,0,5.68
17.89,36.48,6.58,5.47,0.0201,0,5.8
19.11,56.95,5.26,3.63,0.0,1,4.44
8.03,59.38,7.07,5.96,0.1826,28,7.18
9.65,29.05,6.23,5.32,0.0,0,5.6
8.6,28.08,4.78,4.36,0.0,0,4.84
7.34,38.7,5.72,5.32,0.0,0,5.75
18.72,33.34,5.86,4.75,0.0339,7,5.73
13.63,38.05,7.93,6.48,0.0831,18,7.09
16.07,52.44,8.95,6.99,0.2104,33,7.6
12.35,44.78,5.46,4.62,0.0,0,4.82
5.43,29.81,5.09,4.54,0.0,0,4.82
3.95,27.71,5.73,5.51,0.0151,0,6.06
7.9,38.38,5.23,4.63,0.0,0,5.5
15.78,27.34,5.47,4.72,0.0928,0,5.24
8.23,27.47,6.19,5.61,0.0462,3,6.6
15.83,0.98,5.36,5.5,0.0,0,5.57
17.16,10.44,3.52,3.66,0.2149,25,2.87
11.18,29.31,4.66,4.12,0.0,0,5.01
16.2,49.36,7.69,6.31,0.1611,32,7.36
4.7,16.72,6.04,5.8,0.0337,0,5.94
4.0,31.36,6.56,6.22,0.0,0,6.6
16.46,20.7,5.93,5.38,0.0592,0,5.67
19.88,6.29,2.91,3.94,0.0,0,3.77
2.99,57.5,6.36,5.76,0.0245,0,6.48
11.17,51.28,5.5,4.68,0.02,0,5.5
7.48,4.71,5.27,4.99,0.0,0,5.25
8.06,43.19,4.61,4.34,0.0442,0,4.68
15.4,20.85,3.95,3.86,0.0719,0,4.38
18.76,59.69,3.8,3.08,0.033,1,4.3
2.43,18.14,5.95,5.61,0.0,0,5.77
7.7,14.32,5.07,4.9,0.0,0,4.95
9.28,34.07,6.95,6.16,0.0477,1,6.7
6.87,50.11,5.47,5.01,0.0,0,5.26
9.36,11.55,6.04,5.55,0.0,0,5.66
8.5,42.56,3.8,3.74,0.0,0,3.47
16.04,3.68,5.72,5.43,0.0161,0,5.54
5.12,55.14,5.92,5.69,0.0,0,6.28
4.86,4.86,5.74,5.5,0.0,0,5.62
16.91,54.85,7.14,5.97,0.0637,12,6.5
8.99,29.45,6.8,6.26,0.0325,9,7.21
14.05,26.89,7.41,6.44,0.1356,17,7.21
6.67,58.4,2.74,3.34,0.0762,12,3.26
14.83,59.42,6.14,5.33,0.0864,11,6.47
11.69,39.01,3.93,3.88,0.0398,0,4.01
3.66,7.63,5.25,5.23,0.053,0,5.17
5.86,30.37,5.64,5.28,0.0021,0,5.49
16.38,31.75,6.33,5.96,0.0321,0,6.8
9.82,30.87,5.01,4.37,0.0487,0,4.62
6.55,34.17,5.49,5.12,0.0,0,5.51
6.08,1.12,5.08,4.95,0.0212,0,5.15
6.41,42.67,6.49,5.95,0.0203,7,6.85
13.74,42.74,3.57,4.1,0.0,0,4.64
5.17,6.93,4.21,3.98,0.0639,0,4.3
10.05,34.21,4.48,3.73,0.0603,0,4.16
5.47,34.1,6.05,5.15,0.0,0,5.57
9.42,40.95,6.12,4.61,0.0227,0,5.15
7.79,5.12,4.74,4.6,0.0,0,4.96
2.44,37.59,4.81,4.53,0.0,0,5.14
8.69,16.85,5.52,5.15,0.058,0,5.69
7.63,30.42,4.65,4.06,0.0,0,4.8
16.22,46.4,7.29,6.14,0.1585,20,6.92
5.69,42.34,3.17,2.23,0.17,14,3.17
8.16,7.13,6.03,5.65,0.1078,0,5.74
12.82,35.47,5.9,5.07,0.0,0,5.67
6.61,58.15,5.94,5.05,0.0,0,4.87
6.48,9.41,5.33,5.37,0.0281,0,5.44
7.59,51.17,6.19,5.42,0.037,6,6.5
15.24,42.15,5.68,4.56,0.0,4,5.83
11.41,46.44,6.05,5.12,0.0297,1,6.05
13.87,16.92,6.27,6.02,0.0055,0,6.32
16.01,17.27,4.85,4.62,0.0,0,4.7
3.54,54.36,6.2,5.51,0.0524,5,6.59
17.21,21.59,4.44,3.6,0.0704,0,4.34
15.83,3.78,5.92,5.81,0.0,0,6.11
14.23,36.04,6.08,5.27,0.0,0,6.17
7.26,7.49,4.32,4.32,0.0,0,4.25
17.54,47.8,6.75,5.21,0.0949,13,6.13
19.04,38.5,4.82,5.9,0.0237,0,5.92
7.05,52.48,5.82,5.18,0.0,0,6.17
12.32,47.09,3.74,4.38,0.0307,0,4.7
8.88,6.73,4.81,4.64,0.0,0,4.85
5.87,22.86,5.93,5.54,0.0634,0,6.04
4.13,46.47,4.65,4.17,0.0,0,5.49
7.11,25.04,4.67,4.21,0.0032,0,4.5
18.16,58.34,7.44,5.76,0.2068,16,6.41
5.33,44.14,6.2,5.9,0.0,0,5.46
6.57,0.93,3.52,3.72,0.0,0,3.77
5.22,52.8,3.93,2.84,0.2091,13,3.52
7.04,6.05,4.86,4.41,0.0267,0,4.61
7.37,8.43,5.51,5.25,0.0,0,5.65
7.51,44.07,6.41,5.5,0.0601,3,6.2
14.93,51.9,6.18,5.85,0.0238,31,7.15
13.26,32.18,1.95,3.29,0.2422,31,2.22
2.43,17.34,6.42,6.09,0.0905,0,6.26
7.72,21.08,6.23,5.46,0.0911,0,6.51
6.08,20.57,5.11,4.66,0.0,0,4.97
16.16,19.6,4.69,4.32,0.1357,0,5.2
15.68,14.57,5.47,4.93,0.0135,0,5.8
7.91,36.53,4.5,4.22,0.0,0,4.94
13.4,54.02,8.52,6.93,0.3024,45,7.68
6.27,18.42,5.83,5.49,0.0538,0,5.64
18.56,11.2,4.11,3.93,0.0801,0,4.24
18.61,50.31,7.62,5.93,0.1122,20,6.71
15.47,44.51,5.88,5.42,0.0267,0,6.25
18.89,55.85,6.71,5.71,0.259,37,7.21
2.58,9.93,4.75,4.53,0.0,0,4.65
4.55,8.66,4.48,4.23,0.0611,1,4.41
7.6,32.49,4.81,4.22,0.0,0,4.83
9.59,36.87,5.84,5.16,0.0,0,5.4
8.27,28.81,4.78,4.58,0.0,0,4.81
9.91,35.94,5.52,5.06,0.0,0,6.06
2.0,10.82,5.4,5.4,0.0165,0,5.48
7.59,28.78,7.25,6.2,0.0107,0,6.57
8.88,39.49,4.99,4.44,0.0,0,5.04
12.02,25.96,2.92,4.8,0.0287,0,4.12
8.5,40.77,5.89,5.57,0.0655,0,5.77
13.83,27.07,5.11,5.97,0.0,0,5.4
18.85,20.02,7.09,6.27,0.0,0,6.56
2.47,18.22,4.99,4.56,0.0074,0,4.93
15.0,24.65,4.29,3.94,0.0473,0,4.52
2.98,1.39,6.12,6.13,0.0696,0,6.14
6.42,40.11,4.16,4.04,0.0745,0,4.52
3.81,50.71,4.88,4.33,0.0,0,5.68
18.42,21.28,5.8,4.86,0.0004,0,5.58
8.73,2.76,5.04,4.77,0.0803,0,4.95
6.37,59.21,7.16,6.01,0.0137,7,6.36
6.45,15.82,5.61,5.5,0.0,0,5.76
7.63,7.6,6.32,5.77,0.0748,0,5.94
10.58,22.19,5.38,4.27,0.0,0,4.84
5.42,44.31,7.39,6.63,0.0855,9,7.11
7.06,17.63,4.21,4.94,0.093,0,4.67
2.77,34.48,5.01,4.71,0.0,0,5.44
5.82,24.93,4.44,3.86,0.0,0,3.9
14.85,7.07,6.04,6.02,0.0,0,6.09
6.49,19.82,7.27,6.47,0.0529,4,7.08
10.6,43.49,4.94,4.27,0.0,0,5.24
18.12,36.72,3.27,4.32,0.0,0,4.77
8.2,7.19,3.91,3.87,0.0,0,3.72
3.18,9.8,4.87,4.77,0.05,0,4.83
5.68,38.44,5.23,6.47,0.0,0,6.39
2.53,48.8,3.2,3.18,0.0041,0,3.34
11.3,20.97,6.5,5.61,0.0156,0,5.99
14.2,35.72,5.44,4.81,0.0,0,5.29
5.96,10.24,4.67,4.37,0.0363,0,4.63
13.19,18.68,-0.02,3.91,0.2494,28,2.68
14.41,1.22,4.52,4.36,0.0353,0,4.38
4.27,46.1,5.23,4.29,0.0,0,5.01
9.49,24.06,6.98,6.28,0.0731,0,6.61
10.39,48.97,5.04,4.79,0.0534,0,5.29
5.02,42.5,4.68,4.65,0.0,0,5.25
6.25,49.72,6.75,5.92,0.1254,5,6.55
7.68,17.14,6.06,5.35,0.0,0,5.66
10.64,11.11,3.84,3.54,0.0787,3,3.18
12.02,58.31,7.81,6.07,0.1405,20,6.75
11.29,43.04,6.46,6.26,0.0,8,6.94
4.05,50.04,2.96,3.06,0.148,8,2.83
6.82,0.79,5.73,5.9,0.0,0,5.93
16.43,21.27,4.45,4.26,0.0839,0,4.78
5.11,44.57,5.33,5.23,0.0,0,5.74
4.73,4.68,5.35,5.03,0.0,0,5.1
18.46,34.04,5.36,4.95,0.0533,4,6.07
7.04,25.74,5.55,5.53,0.0117,0,5.56
8.76,1.06,4.11,3.92,0.0,0,4.03
13.14,14.16,5.73,5.18,0.104,0,5.45
4.94,17.09,4.2,4.04,0.0,0,4.59
5.54,6.71,5.55,5.43,0.011,0,5.61
7.55,37.89,6.58,5.97,0.0769,0,6.32
11.82,14.54,5.42,4.96,0.0172,0,5.45
10.39,16.66,6.96,6.61,0.0641,5,7.15
9.39,53.89,6.43,6.11,0.2865,30,7.61
7.62,28.03,5.02,4.42,0.0,0,4.8
16.87,23.53,2.96,4.12,0.0,0,3.83
5.91,43.43,6.57,5.98,0.0818,4,6.92
11.2,54.58,6.99,6.29,0.1532,17,7.08
19.29,1.5,3.26,3.42,0.0187,0,3.42
7.62,26.89,5.71,5.44,0.0,0,4.46
12.22,36.65,4.93,4.34,0.0,0,4.77
15.11,19.11,3.83,3.86,0.0,0,4.29
3.58,46.34,5.53,4.84,0.0295,0,5.87
13.38,58.29,5.81,5.54,0.0,6,6.45
5.87,56.61,7.55,6.09,0.1842,19,6.98
15.44,15.96,4.66,4.22,0.0,0,4.55
5.79,13.58,4.57,4.65,0.067,0,4.92
17.26,57.45,6.47,6.04,0.1863,24,7.2
17.37,27.52,6.05,5.55,0.0375,16,6.64
8.56,12.5,4.13,4.15,0.0,0,4.15
7.13,42.42,3.66,2.85,0.0516,9,3.12
12.22,17.07,6.42,5.96,0.0001,0,6.62
13.95,16.03,6.06,5.63,0.0127,0,5.84
3.34,52.75,7.06,6.76,0.0132,7,7.13
13.89,9.75,5.82,5.44,0.0,0,5.71
9.47,3.86,4.75,4.88,0.0292,0,4.9
4.59,16.15,5.76,5.68,0.0452,0,5.81
5.04,36.42,5.87,5.14,0.0,0,5.22
6.52,7.39,4.96,4.82,0.0,0,4.78
16.88,28.3,4.87,4.52,0.0,0,5.31
7.64,37.64,5.25,4.21,0.0,0,4.74
7.44,50.92,5.75,4.75,0.0,0,5.83
12.69,13.79,4.41,4.2,0.0497,0,4.49
7.2,49.04,6.71,6.31,0.0756,16,7.14
4.29,14.09,4.71,4.69,0.0,0,5.19
7.17,40.61,6.24,5.68,0.0373,0,6.08
6.37,25.84,6.28,5.69,0.0,0,5.83
19.0,6.88,6.0,5.91,0.0473,0,5.17
7.94,42.86,6.48,5.94,0.1618,21,7.22
16.47,13.07,6.15,5.68,0.0,0,5.92
4.02,10.6,5.67,5.26,0.0,0,5.46
10.63,21.5,4.9,5.14,0.0847,0,5.39
2.57,39.2,4.55,4.17,0.0,0,4.43
10.29,14.04,5.88,5.55,0.0514,0,5.61
7.6,11.02,3.87,3.79,0.0,0,4.13
3.24,0.6,5.98,5.77,0.0,0,5.91
7.26,28.3,5.79,5.35,0.0,0,5.62
9.51,25.72,4.49,4.26,0.0,0,4.69
14.85,14.03,4.92,4.4,0.0,0,4.59
18.78,3.22,5.02,4.87,0.0,0,5.11
6.15,25.76,5.45,5.18,0.0,0,5.0
7.89,47.29,4.88,4.26,0.0,0,5.37
9.06,42.92,5.82,5.43,0.2068,13,6.6
17.81,51.65,5.73,4.8,0.0617,0,5.52
13.57,0.57,4.6,4.59,0.0,0,4.42
11.83,57.99,6.3,6.02,0.0469,7,6.72
7.24,20.48,6.61,6.1,0.0385,0,6.27
11.75,59.42,7.02,6.28,0.1032,15,7.17
9.18,15.16,4.97,4.81,0.0101,0,4.88
19.15,28.29,7.0,5.94,0.1359,20,6.74
4.96,21.24,4.88,4.53,0.0,0,4.66
6.26,21.35,4.99,4.67,0.0384,0,4.95
12.75,50.54,5.27,4.91,0.1025,0,5.48
8.38,44.79,5.69,5.08,0.0554,0,5.56
6.19,59.53,5.12,4.58,0.0538,0,5.7
6.74,36.81,5.04,4.46,0.0074,0,5.01
12.91,27.8,6.88,6.04,0.0268,0,6.56
4.97,5.4,3.88,3.82,0.0,0,3.99
8.12,59.79,6.07,5.58,0.0576,11,6.65
4.46,33.09,4.7,4.17,0.0,0,4.52
3.39,42.03,7.52,6.41,0.2505,20,7.24
2.82,24.4,5.14,4.87,0.0823,0,4.97
3.18,32.86,7.2,6.42,0.0891,0,6.72
10.01,56.55,7.0,5.73,0.0109,0,5.92
3.19,9.99,4.81,4.64,0.0459,0,4.75
12.8,17.54,5.72,5.44,0.0159,0,5.59
11.01,9.12,4.94,4.63,0.0536,0,4.75
12.82,47.53,4.74,4.69,0.0328,0,5.31
16.68,3.72,5.14,5.07,0.0323,0,5.37
10.1,4.9,5.86,5.67,0.0,0,5.77
7.68,17.91,6.67,6.21,0.0,0,6.8
4.15,30.85,5.64,5.02,0.0876,0,5.43
14.98,24.38,6.15,5.47,0.0438,0,5.81
15.69,2.69,3.58,3.91,0.009,0,4.08
18.23,57.45,6.91,5.82,0.0345,0,6.19
10.57,57.17,5.4,4.99,0.0019,3,5.94
6.13,16.76,3.78,3.74,0.0,0,3.9
19.38,43.89,6.29,5.05,0.1228,30,6.66
11.53,34.71,6.03,4.67,0.0218,0,5.14
14.35,14.25,4.05,3.95,0.0,0,4.06
4.32,15.73,4.88,4.83,0.0,0,4.9
13.2,29.47,6.59,5.77,0.096,5,6.83
2.27,25.15,4.78,4.37,0.0015,0,4.56
16.33,17.47,5.21,4.71,0.0,0,5.23
17.06,48.45,6.79,5.5,0.2219,43,7.55
5.3,28.89,6.45,6.03,0.0,0,6.57
7.33,39.29,5.24,4.91,0.0,0,5.69
2.63,11.36,6.1,5.94,0.0,0,6.01
6.26,32.01,6.75,6.32,0.2038,16,7.34
10.09,19.08,6.27,5.9,0.0,0,6.39
9.66,31.58,4.56,3.93,0.016,0,4.34
19.3,46.85,7.13,5.7,0.0671,17,6.58
16.75,46.13,2.32,2.56,0.0475,16,3.05
14.9,21.25,2.18,3.31,0.0573,4,3.28
12.76,41.66,5.1,5.37,0.0,0,5.41
7.51,56.48,5.66,4.79,0.0,0,6.18
19.68,37.54,5.92,4.93,0.0504,2,5.75
4.94,8.9,5.2,4.85,0.0247,0,4.98
6.6,40.78,6.39,5.39,0.1307,3,6.18
12.41,6.29,3.78,3.63,0.0,0,3.15
4.94,52.33,6.31,5.29,0.0445,0,6.16
18.31,31.0,7.95,5.67,0.1089,20,6.54
7.31,23.11,5.3,5.16,0.0088,0,5.41
5.46,3.42,5.92,5.76,0.0,0,6.0
9.07,22.85,4.0,4.61,0.0,5,4.3
3.61,54.19,3.94,5.01,0.1052,0,4.9
17.72,1.26,5.7,5.1,0.0231,0,5.3
17.96,28.48,6.5,6.25,0.144,25,7.29
7.95,55.87,5.92,4.92,0.0174,7,6.55
13.62,23.69,4.64,4.3,0.0512,0,4.64
6.78,25.69,5.35,4.96,0.0,0,5.32
16.79,34.71,6.57,5.5,0.0072,0,6.04
18.35,27.78,7.5,6.36,0.0392,2,6.77
7.28,10.12,4.91,4.81,0.0,0,4.99
4.48,1.11,5.73,5.56,0.0027,0,5.69
19.94,36.59,5.51,5.11,0.0692,0,6.24
6.75,55.25,4.62,5.27,0.006,0,5.21
2.01,6.38,5.62,5.38,0.0,0,5.5
12.5,12.66,6.08,5.9,0.0179,0,6.2
10.81,22.21,5.14,5.2,0.1002,0,5.92
14.2,48.52,6.04,5.33,0.0522,0,5.63
5.84,16.16,3.68,3.66,0.0,0,4.1
12.6,52.92,6.99,6.44,0.2719,34,7.64
18.06,3.3,5.49,5.42,0.0432,0,4.78
8.2,56.46,7.42,5.82,0.0879,14,6.49
11.4,33.64,5.72,5.27,0.0582,0,6.11
2.48,39.53,4.78,4.55,0.0446,0,5.11
11.43,22.06,7.16,6.34,0.1087,3,6.86
10.38,46.92,5.81,5.37,0.0,0,5.98
11.61,9.99,4.43,4.34,0.0,0,4.41
12.79,2.93,5.0,4.73,0.0339,0,4.83
14.48,23.73,1.6,1.83,0.5277,49,1.86
17.01,51.22,7.89,6.41,0.3229,36,7.53
11.78,45.3,4.68,3.93,0.011,0,4.46
17.26,31.03,5.25,4.79,0.0019,0,5.31
5.58,34.33,7.05,6.38,0.0267,0,6.89
10.08,7.79,5.92,6.02,0.0023,0,5.94
14.87,50.44,6.68,5.3,0.1437,10,6.04
2.73,47.22,6.28,6.05,0.0,0,5.27
13.37,39.39,7.4,6.46,0.0,0,6.49
5.85,27.97,6.37,5.59,0.1,0,5.42
7.55,57.87,5.71,4.63,0.0683,0,5.16
4.85,52.74,5.31,4.48,0.0141,0,4.67
4.18,38.67,6.69,6.18,0.0154,6,6.81
15.1,22.31,5.06,4.3,0.0172,0,4.69
7.41,37.08,6.63,5.92,0.0127,0,6.37
16.34,34.53,7.82,6.85,0.2577,32,7.79
8.98,23.65,6.46,6.07,0.03,0,6.22
2.85,18.4,5.24,4.83,0.0456,0,5.19
12.92,24.42,3.51,5.13,0.0354,0,4.54
8.24,34.43,5.24,4.18,0.0688,0,4.51
18.27,25.69,5.12,4.71,0.0,0,5.57
6.28,15.81,4.32,4.21,0.0407,0,4.9
11.67,45.66,6.95,6.56,0.1756,17,7.1
17.74,31.89,5.96,5.03,0.0,0,6.06
14.24,4.06,4.0,3.96,0.0196,0,4.12
9.38,22.1,6.56,5.88,0.0,0,6.17
11.31,53.09,6.7,5.78,0.1838,20,6.91
15.6,45.31,6.57,6.14,0.0153,12,6.92
19.6,19.39,5.57,5.49,0.0,0,5.81
18.4,56.29,7.83,6.33,0.1675,35,7.28
2.9,4.6,4.46,4.45,0.0,0,4.5
19.97,57.67,4.34,4.28,0.009,0,5.17
7.27,14.74,4.43,4.4,0.0779,0,4.66
5.41,0.55,5.72,5.62,0.0186,0,5.65
17.36,26.03,6.35,5.14,0.0213,0,5.71
7.99,21.54,6.61,6.32,0.0,0,6.44
5.91,32.35,5.0,4.5,0.0289,0,5.12
8.56,47.81,6.59,6.05,0.1729,14,6.91
11.39,50.55,7.0,6.27,0.0211,6,6.68
15.96,24.07,6.77,6.52,0.0883,14,7.16
14.37,25.79,6.68,5.98,0.119,10,6.74
8.56,8.89,4.63,4.44,0.0684,0,4.67
12.55,2.85,4.82,4.68,0.04,0,4.66
5.82,38.47,6.3,5.62,0.0,0,5.99
17.23,3.87,4.65,4.34,0.0,0,4.61
9.85,44.03,5.53,5.19,0.002,0,6.15
19.73,32.35,6.77,5.66,0.0496,0,6.14
2.92,11.91,5.34,5.02,0.0021,0,5.15
5.94,32.37,6.8,5.55,0.0412,0,5.91
6.54,10.98,4.0,4.53,0.1394,8,3.85
7.53,26.32,5.76,4.7,0.0916,0,5.11
15.92,47.97,6.82,5.9,0.0073,0,6.25
7.76,27.72,6.17,5.37,0.0107,0,5.95
3.27,8.92,5.73,5.62,0.0945,0,5.77
6.4,43.43,7.21,6.18,0.1952,13,6.99
18.81,11.21,4.91,4.63,0.056,0,3.87
10.16,44.31,5.22,4.58,0.0012,0,4.84
18.62,28.76,5.91,5.32,0.0176,0,5.85
6.7,27.22,6.81,6.12,0.0,0,6.6
5.09,51.09,5.73,4.77,0.0,0,5.41
11.96,42.52,4.47,4.89,0.0244,0,5.03
5.37,1.97,6.34,6.09,0.0,0,6.24
5.93,17.77,4.67,4.35,0.0,0,4.43
12.78,52.26,3.53,4.89,0.0104,0,5.06
6.12,1.1,5.73,5.63,0.0622,0,5.86
6.65,32.72,7.73,6.84,0.0206,4,7.18
2.7,43.67,5.26,4.53,0.0,0,4.82
19.1,37.31,6.88,5.94,0.2002,31,7.24
3.26,45.63,5.39,4.72,0.0,0,5.39
18.01,43.54,6.24,5.8,0.0,0,6.11
7.45,41.52,4.5,4.22,0.0385,0,4.59
5.65,49.29,5.34,4.45,0.0001,0,5.21
19.61,38.74,8.75,7.35,0.3341,43,8.33
5.26,24.15,5.14,4.58,0.0047,0,5.13
2.57,28.31,4.67,4.2,0.0535,0,4.43
10.53,43.0,5.21,5.07,0.1122,0,5.85
5.15,52.58,7.72,6.51,0.1585,15,7.14
15.34,16.33,4.39,4.07,0.0,0,4.69
19.71,20.52,4.49,4.12,0.0,0,5.06
3.54,55.84,4.4,4.89,0.0,0,4.84
7.41,34.71,3.78,4.28,0.0,0,4.26
2.24,10.74,4.65,4.3,0.0,0,4.51
13.48,39.82,7.26,5.66,0.0611,0,6.01
4.69,59.45,7.34,5.99,0.1511,17,6.98
16.09,49.41,7.72,6.3,0.1852,30,7.29
7.72,44.74,3.86,3.96,0.0548,0,4.23
19.39,12.48,6.44,5.6,0.0256,0,5.96
14.58,52.57,4.82,4.34,0.0239,0,5.42
17.71,31.55,5.88,5.33,0.0,0,6.08
13.1,53.36,7.4,6.38,0.3074,47,8.32
4.74,19.79,4.28,3.83,0.014,1,4.14
19.66,3.72,6.7,6.1,0.0,0,6.25
4.99,28.56,5.59,5.57,0.0,0,6.0
18.0,16.19,4.45,4.17,0.0,0,4.72
19.3,42.91,6.06,5.03,0.1031,8,6.07
15.13,57.43,4.46,5.35,0.1038,0,6.02
3.38,41.46,4.83,5.79,0.0323,0,5.54
5.05,53.22,4.87,4.57,0.0644,0,5.31
5.6,27.18,7.35,6.59,0.0432,0,6.75
8.01,46.3,4.68,4.72,0.0284,0,4.95
7.79,50.58,6.35,5.62,0.0347,15,6.66
8.82,42.65,5.71,5.13,0.1726,1,6.23
4.12,30.47,6.58,5.71,0.0,0,6.02
10.4,37.55,5.2,4.83,0.0538,0,5.17
11.31,42.03,7.4,6.75,0.1242,14,7.21
2.66,15.19,6.02,5.74,0.0123,0,6.11
6.77,48.57,5.0,5.17,0.0364,0,5.3
2.59,57.02,8.31,6.97,0.2861,25,7.41
13.06,27.91,3.62,3.54,0.0,0,4.03
11.66,42.06,6.28,5.42,0.0163,0,6.2
4.08,44.22,8.05,6.92,0.2388,22,7.55
17.42,39.73,5.05,4.57,0.0266,0,5.02
7.88,32.83,5.69,4.98,0.1386,0,5.36
14.62,52.9,4.27,3.95,0.0,0,4.4
2.25,26.94,5.81,5.35,0.0,0,5.56
17.59,3.67,5.42,5.31,0.072,0,5.36
11.39,50.67,3.71,4.41,0.0,0,4.54
14.67,40.44,5.36,4.73,0.0,0,5.02
7.66,50.96,2.91,2.81,0.0,0,3.77
13.41,8.31,6.53,6.1,0.0599,0,6.43
19.72,1.85,5.77,5.51,0.0473,0,5.83
2.83,56.06,7.67,7.14,0.1723,24,7.74
2.76,8.86,5.18,4.99,0.1307,0,5.17
11.11,48.58,5.43,4.93,0.0,0,4.52
7.76,49.39,6.1,5.84,0.1539,20,7.03
6.16,42.52,6.48,6.31,0.0605,0,6.48
5.63,7.88,4.53,4.14,0.0375,0,4.19
13.8,40.04,5.88,5.46,0.0,0,5.4
9.12,53.35,4.96,4.33,0.0112,0,5.48
3.41,25.53,5.34,5.15,0.0,0,5.46
4.88,24.81,4.93,4.41,0.0,0,4.69
9.14,26.57,5.28,4.66,0.0168,0,5.26
5.79,4.94,5.33,5.37,0.0,0,5.42
3.54,53.52,6.17,5.3,0.0,0,5.67
7.91,52.15,5.53,4.45,0.0,0,4.96
19.61,59.87,4.76,3.92,0.0,0,4.49
10.42,35.11,4.73,4.16,0.0457,0,5.0
2.09,45.07,6.81,6.24,0.0,0,6.22
4.89,12.16,4.21,3.92,0.0,0,4.11
13.41,40.05,5.62,5.22,0.0,0,5.48
4.69,38.98,4.89,4.55,0.0936,0,5.53
15.12,54.07,4.37,3.72,0.0,0,4.99
11.06,49.85,6.7,5.39,0.0539,0,6.08
17.94,56.31,7.96,5.67,0.2492,45,7.26
7.72,52.13,5.56,4.38,0.0,0,4.96
6.12,52.12,5.51,5.07,0.0,0,6.07
19.26,3.82,3.98,3.91,0.097,0,4.04
14.38,50.76,7.7,6.36,0.0681,12,6.81
17.25,36.45,5.87,5.19,0.2319,13,6.47
5.51,22.83,5.93,5.69,0.0144,0,6.21
4.22,3.39,5.71,5.76,0.0,0,5.89
19.17,40.66,6.59,5.28,0.0395,0,5.67
9.09,19.69,6.38,6.25,0.0098,0,6.14
7.54,28.07,6.59,5.96,0.0333,0,6.26
3.28,40.9,4.87,4.53,0.024,0,5.12
15.53,54.71,4.76,4.2,0.071,0,5.35
8.41,49.53,6.26,5.07,0.044,0,5.48
5.06,27.04,6.66,6.22,0.101,0,6.37
10.14,23.27,6.1,5.83,0.0,0,6.45
6.38,14.39,4.61,4.07,0.0,0,4.19
15.42,22.35,4.13,3.89,0.0144,0,4.31
7.31,6.66,3.88,3.61,0.0,0,3.71
7.89,58.27,6.3,5.81,0.0656,0,6.59
10.34,34.44,6.75,6.18,0.064,4,6.75
7.55,7.67,5.65,5.13,0.0139,0,5.24
6.59,21.17,5.33,4.96,0.0,0,5.51
5.19,32.82,4.39,3.81,0.0,0,4.62
19.96,31.97,5.08,4.66,0.0,0,5.18
7.46,2.13,5.89,5.9,0.0604,0,5.86
3.15,57.05,6.75,5.93,0.0282,0,5.77
4.64,16.52,5.97,5.75,0.0594,0,5.22
11.92,0.97,5.25,5.68,0.0389,0,5.62
6.9,4.59,5.28,5.21,0.051,0,5.58
9.52,34.81,6.26,5.36,0.0,0,5.89
8.01,8.27,4.65,4.55,0.0339,0,4.55
16.61,2.5,2.37,4.09,0.0,5,3.11
6.81,22.78,4.91,4.39,0.0037,0,4.88
14.52,37.37,7.38,6.69,0.2266,28,7.59
10.81,6.71,5.94,5.69,0.0476,0,5.76
4.97,18.8,5.13,5.03,0.0,0,5.23
19.54,25.07,4.06,4.91,0.0598,0,4.8
7.6,9.57,4.52,4.02,0.0,0,4.19
8.35,30.36,5.47,4.81,0.0062,0,5.22
3.83,5.11,5.39,5.29,0.0,0,5.38
6.37,2.79,5.86,5.68,0.0603,0,5.86
5.98,31.19,6.28,6.0,0.0,0,6.46
4.45,14.87,5.4,4.94,0.0574,0,5.21
12.83,5.72,5.72,5.65,0.0573,0,5.66
9.96,25.43,6.12,5.81,0.0,0,6.39
3.45,54.91,6.72,5.58,0.004,0,6.08
3.03,43.45,6.29,5.89,0.0309,0,6.61
5.18,48.94,6.54,5.98,0.1161,10,6.92
3.74,52.31,7.06,6.33,0.0,5,6.87
5.77,58.36,6.21,5.67,0.1222,15,6.92
2.71,45.79,6.33,6.05,0.1586,14,7.08
13.28,36.5,5.69,5.15,0.0,0,5.5
6.57,21.93,5.13,4.66,0.0,0,5.1
5.34,10.9,6.19,5.99,0.0,0,6.17
7.57,41.2,4.61,6.22,0.0312,0,5.81
7.6,59.7,5.02,4.98,0.0,0,5.64
15.55,28.04,4.66,4.17,0.0311,0,5.02
8.04,43.42,6.82,6.38,0.1155,3,6.89
15.02,29.71,6.86,6.61,0.0,0,6.87
7.74,25.92,4.77,4.42,0.0434,0,4.79
14.2,24.62,6.37,5.91,0.0,0,6.08
11.18,30.28,6.27,5.72,0.0326,0,6.43
6.09,22.01,5.16,4.48,0.0037,0,4.67
19.93,44.93,7.25,5.74,0.204,20,6.85
19.07,52.46,7.54,6.38,0.3851,61,8.43
5.06,52.97,3.56,4.58,0.0292,0,4.46
