sisa_jarak_km,durasi_kemacetan_menit,fluktuasi_mkt,probabilitas_rusak
276.35,9.0,0.85,0.107
198.28,13.2,-2.97,0.0516
65.86,46.0,-2.74,0.0517
432.65,112.8,0.91,0.7987
78.64,83.1,-4.12,0.1069
154.89,104.1,-0.83,0.1402
145.02,44.0,-1.39,0.1325
435.71,5.2,-1.51,0.3181
336.35,116.9,-2.8,0.4256
398.34,2.1,-2.95,0.2252
125.23,113.7,-4.2,0.0819
312.44,44.2,-0.29,0.1839
285.87,1.2,-3.17,0.1213
416.42,82.7,0.92,0.7172
453.04,117.7,-2.06,0.6647
6.08,115.9,-4.15,0.2065
337.01,19.3,-2.09,0.1679
25.92,21.7,-2.53,0.0081
274.43,67.9,1.02,0.4834
143.82,76.5,-2.42,0.1302
153.39,88.7,-2.19,0.1387
176.48,21.7,2.03,0.1446
310.65,115.1,-0.23,0.477
167.02,76.6,2.66,0.5962
366.35,101.6,1.65,0.7398
202.26,64.8,-3.72,0.0663
34.18,49.7,0.97,0.0097
391.88,117.3,2.31,0.8781
142.88,69.9,2.33,0.1974
216.38,104.0,0.97,0.3371
342.72,114.4,0.92,0.5261
166.23,81.0,-2.26,0.0836
28.29,65.9,-3.59,0.0249
186.96,0.4,-2.38,0.0344
472.22,4.8,-5.66,0.4349
320.87,24.1,1.86,0.4575
335.74,22.3,-2.21,0.1107
316.14,30.6,1.73,0.2667
99.5,36.6,-4.58,0.049
209.17,43.2,1.21,0.2833
375.47,50.5,-2.74,0.445
50.69,11.9,-4.71,0.0119
138.93,5.1,2.57,0.2181
138.16,80.9,1.27,0.0904
216.01,64.5,-0.97,0.1294
490.18,53.3,-1.42,0.6141
33.75,76.1,-0.4,0.0159
259.35,99.3,-1.01,0.5277
89.68,51.3,-3.48,0.0871
485.34,76.9,-2.53,0.7027
56.65,114.4,3.4,0.3161
201.8,100.8,5.18,0.8455
368.94,51.1,2.41,0.7422
352.28,77.4,-0.3,0.253
211.36,21.2,-2.34,0.0704
173.26,67.3,-3.5,0.1611
198.81,117.8,-3.33,0.1312
132.14,62.2,-2.88,0.0876
102.67,111.3,3.88,0.3636
241.52,48.9,3.02,0.3782
134.27,119.9,0.37,0.1597
143.73,69.5,-3.9,0.114
328.38,5.1,0.73,0.1535
484.27,70.4,-2.1,0.6208
301.82,32.9,-6.88,0.1262
38.49,3.9,-0.78,0.0121
37.79,98.5,-3.6,0.1096
475.71,33.1,-3.52,0.3158
148.65,95.6,-2.13,0.1828
46.03,34.6,-2.75,0.0263
299.52,23.3,-1.59,0.1149
311.82,116.9,-1.71,0.2971
324.25,43.4,-6.19,0.1385
133.7,72.2,2.3,0.208
7.56,73.2,-3.96,0.0318
482.51,67.3,-3.88,0.6617
125.45,109.8,-2.32,0.1192
338.01,80.9,-1.77,0.3321
353.31,48.4,2.15,0.5744
305.0,103.5,-0.83,0.4331
156.45,21.7,-0.08,0.0691
135.55,65.3,-0.81,0.0419
298.83,114.1,-0.92,0.3683
433.05,75.0,-0.73,0.669
473.37,98.0,-6.33,0.5248
52.95,78.4,-2.12,0.054
77.41,100.7,1.41,0.1663
472.37,113.3,8.36,0.9967
368.27,32.8,-4.51,0.4336
441.5,20.4,-0.44,0.3443
101.32,58.1,-2.93,0.1128
293.79,84.2,3.62,0.7838
350.57,27.3,-4.88,0.258
340.06,0.5,0.06,0.1168
204.08,41.2,-5.02,0.0736
7.7,116.3,-2.3,0.0766
291.46,83.4,-1.59,0.331
126.55,48.2,1.17,0.1466
225.13,23.1,-4.19,0.103
478.79,42.7,0.16,0.3539
199.52,20.4,-1.45,0.0474
419.9,12.8,-0.82,0.3718
94.27,108.8,0.9,0.0721
336.23,119.7,-4.71,0.5329
488.5,19.7,0.53,0.4908
50.95,6.5,-2.92,0.0274
4.16,39.6,1.24,0.0511
216.79,55.4,-0.66,0.0939
46.31,24.6,-2.02,0.0161
374.19,36.2,-2.98,0.227
457.27,24.1,0.56,0.5361
217.01,92.9,1.65,0.178
129.36,85.5,-2.83,0.1087
217.2,76.2,-4.33,0.1129
361.72,46.5,0.24,0.3379
4.53,109.1,-5.12,0.0657
294.73,116.3,-4.76,0.2265
306.65,20.8,-4.16,0.1361
318.84,26.8,-2.54,0.1869
121.01,63.1,-4.84,0.073
357.03,11.0,-6.35,0.1764
45.7,52.4,-4.34,0.0187
99.64,69.8,0.11,0.042
438.74,62.6,-4.68,0.3231
369.36,39.7,-2.35,0.3379
6.87,65.1,3.37,0.1815
124.19,115.1,-1.62,0.1411
107.2,24.7,-0.64,0.0159
135.4,78.6,-3.87,0.0949
123.78,5.2,3.91,0.3166
31.26,8.0,-2.85,0.0064
229.47,66.2,-2.07,0.1258
366.37,12.6,1.79,0.2517
303.37,2.7,-1.95,0.096
336.44,20.6,-1.38,0.1245
40.57,67.8,-2.2,0.0489
475.75,84.4,-2.19,0.6585
419.25,24.3,-0.57,0.4661
402.55,80.2,-0.12,0.4741
411.49,21.9,-3.11,0.3295
466.36,73.6,-3.42,0.514
272.13,49.4,-3.02,0.1059
100.14,78.5,-5.0,0.1086
308.39,119.4,-5.48,0.5938
371.44,112.5,-0.76,0.6254
368.96,0.5,0.85,0.2755
260.72,106.3,0.68,0.2889
34.23,8.0,-7.45,0.0283
185.56,114.4,-2.11,0.2669
460.38,33.8,-4.26,0.6688
292.22,45.8,-1.14,0.1139
269.17,11.0,-2.54,0.148
134.43,13.5,-0.02,0.0498
184.22,87.2,-1.55,0.1313
447.67,113.3,-6.24,0.812
333.23,73.3,-3.92,0.3697
393.69,85.9,-1.49,0.3704
227.17,91.4,-1.27,0.2026
315.12,31.5,-5.01,0.1213
124.19,5.4,-5.34,0.0251
352.73,0.2,-1.36,0.2103
213.8,42.1,-5.01,0.1593
221.27,29.0,-5.67,0.1011
324.66,7.5,-2.61,0.1029
468.14,21.5,-2.72,0.4401
32.0,14.9,-3.7,0.0251
412.37,109.8,-3.26,0.3681
146.19,16.8,-1.47,0.0465
221.96,64.5,-3.3,0.1357
10.96,71.2,-1.32,0.0538
150.52,65.2,-2.45,0.1067
251.32,11.9,-1.08,0.1121
28.09,38.3,0.7,0.0286
245.55,6.2,0.6,0.1107
463.56,47.5,1.72,0.8061
52.7,22.6,0.6,0.0319
382.22,67.4,-0.9,0.4148
204.84,83.1,-2.58,0.0845
327.59,63.9,-2.47,0.2777
130.12,52.1,-3.69,0.0245
79.75,46.5,-1.49,0.0316
80.23,101.0,0.24,0.1029
35.25,26.3,-3.31,0.0311
92.82,88.1,-1.59,0.0504
332.11,90.9,-3.19,0.4273
440.85,50.3,-0.98,0.6261
407.06,35.7,-2.87,0.2633
342.57,56.5,-3.35,0.1563
55.22,11.2,-3.2,0.0231
144.59,5.5,-0.24,0.0207
154.9,13.4,-1.74,0.0302
124.98,22.5,-2.57,0.0629
257.5,60.5,-0.85,0.3557
267.78,101.9,-2.54,0.2092
178.44,28.3,1.32,0.0973
176.89,112.2,-3.93,0.165
414.28,114.6,-1.97,0.5644
394.65,115.1,-5.01,0.7941
153.9,100.5,-2.37,0.1164
456.89,43.7,-5.7,0.4052
476.41,8.7,0.37,0.6153
163.37,68.3,0.42,0.1637
177.21,67.0,0.46,0.2129
252.82,102.0,-1.43,0.1977
470.56,119.5,-3.7,0.6883
438.16,61.0,-3.5,0.3544
51.28,41.4,2.33,0.1581
196.37,22.3,2.09,0.3256
276.69,0.6,-1.19,0.0706
251.57,61.1,-2.79,0.1476
96.93,66.7,1.92,0.1503
429.41,99.0,-3.24,0.4125
338.47,60.5,-0.93,0.2278
418.95,110.0,1.88,0.8825
429.38,75.4,-3.59,0.408
374.18,100.8,0.57,0.5978
219.61,17.8,-0.2,0.0419
305.27,102.6,-1.6,0.3566
80.18,81.0,-3.98,0.0509
336.82,20.4,-3.31,0.1081
89.63,22.8,-0.78,0.0454
346.97,111.2,-5.06,0.5907
114.8,3.9,-1.17,0.0178
58.78,55.5,-0.15,0.0354
82.64,37.6,0.96,0.0645
1.0,79.8,-5.0,0.0147
359.37,100.8,1.79,0.5652
366.2,43.2,2.74,0.7965
257.47,51.2,-0.47,0.0994
80.68,117.8,-4.1,0.1888
41.78,94.1,-2.32,0.0314
9.56,107.7,-1.62,0.0773
82.87,52.7,-0.82,0.0391
445.43,28.1,-1.45,0.3542
120.77,49.4,-0.8,0.1342
177.14,85.9,-1.73,0.0816
52.67,13.1,-0.84,0.027
111.18,32.5,-2.65,0.0548
259.61,5.6,-2.35,0.3403
303.88,51.9,-2.94,0.1383
122.68,99.3,3.29,0.4094
28.87,3.0,2.16,0.0744
195.52,81.0,-0.11,0.1394
117.1,111.9,1.81,0.2634
109.78,28.4,0.5,0.0817
479.93,83.2,-1.05,0.6118
308.15,117.0,-5.26,0.3262
278.44,115.5,-2.16,0.4558
207.89,28.2,-2.34,0.0974
214.47,12.0,-4.33,0.0595
270.45,17.8,-5.22,0.0954
348.21,84.2,-0.27,0.2874
351.07,87.1,-0.69,0.4944
85.85,80.9,-4.42,0.0584
250.06,40.3,-3.36,0.0928
205.98,20.4,1.4,0.0873
435.26,69.7,-3.69,0.5557
315.71,58.0,-1.07,0.2046
266.25,87.5,-1.97,0.1126
57.7,53.0,-0.23,0.0209
302.82,40.6,-3.64,0.1701
58.6,35.2,-1.27,0.0265
168.6,25.4,-1.08,0.0525
71.42,31.9,-0.92,0.0255
346.04,11.4,-1.3,0.0912
103.13,41.6,-0.64,0.0297
195.93,4.4,3.98,0.5282
447.84,22.4,4.9,0.9468
102.16,89.6,-3.1,0.1141
253.9,39.1,-7.3,0.1627
209.64,80.2,-0.01,0.2373
9.06,86.0,-1.03,0.0242
396.38,69.7,1.15,0.6047
34.52,115.0,-0.79,0.0449
237.13,2.6,-1.35,0.0425
280.34,88.6,1.32,0.5124
314.21,115.1,1.67,0.7714
344.32,103.5,-4.97,0.4279
126.64,20.1,-3.54,0.0863
4.99,39.2,-1.76,0.0226
361.72,20.7,-1.25,0.1565
267.83,72.2,-2.06,0.1396
418.06,85.5,-0.41,0.6537
410.69,38.0,0.99,0.5037
421.66,64.7,2.81,0.8661
242.55,82.9,-0.05,0.0663
166.81,50.6,-3.63,0.0924
395.78,102.5,-1.87,0.4869
225.65,92.6,-1.69,0.1189
91.72,7.8,-0.21,0.0246
427.49,74.5,-0.53,0.6419
441.28,28.2,3.63,0.9406
233.15,66.9,-2.65,0.1809
37.85,114.8,-0.54,0.0558
193.91,105.5,4.39,0.707
401.77,48.5,-2.96,0.481
450.89,35.0,-1.14,0.296
101.74,28.1,-3.86,0.0496
33.49,63.9,-1.29,0.042
438.68,13.7,-3.45,0.3333
194.7,65.9,1.12,0.1123
270.88,0.2,-1.13,0.0752
484.03,38.9,-3.84,0.3156
33.28,26.4,0.6,0.0225
324.16,116.5,-1.05,0.5745
37.05,87.3,0.88,0.1481
187.73,42.0,-4.37,0.0943
401.91,11.1,-0.58,0.1974
216.74,62.0,0.43,0.3139
498.59,25.6,-2.56,0.3968
279.53,64.4,-4.65,0.134
160.58,100.2,-1.6,0.2037
110.06,73.9,1.57,0.2075
175.26,76.1,1.31,0.1916
186.27,64.9,-2.57,0.1207
34.36,111.3,-4.71,0.0883
184.79,111.8,-2.58,0.224
232.12,61.5,-2.67,0.1838
361.37,36.7,-0.38,0.2122
328.36,55.2,-1.76,0.3137
354.38,22.4,-3.38,0.2108
4.18,76.4,1.26,0.0573
108.83,60.0,-1.15,0.0546
330.84,12.4,-0.41,0.1524
241.99,23.7,-5.81,0.0506
2.66,57.6,-7.56,0.0192
402.25,106.5,-5.09,0.5862
386.4,68.0,-2.7,0.2564
274.21,81.8,-0.06,0.1995
33.23,40.7,-7.36,0.0808
383.26,68.6,2.48,0.627
291.86,53.7,-1.07,0.1748
390.98,79.1,1.9,0.6313
375.87,6.1,-3.71,0.1884
401.5,59.2,-0.24,0.3084
259.0,35.5,-1.29,0.1175
70.16,39.1,0.54,0.0328
335.58,115.3,-2.08,0.6087
310.24,21.9,-0.32,0.1613
371.13,37.3,1.26,0.3276
84.94,61.2,-3.13,0.0771
97.49,103.6,-0.89,0.0662
445.2,50.0,-6.22,0.2748
374.99,89.3,0.26,0.4978
454.11,102.8,3.39,0.9749
379.36,37.2,-4.61,0.1393
298.58,47.1,-1.73,0.1121
327.07,42.8,0.7,0.3906
444.56,99.9,-1.42,0.5584
289.4,5.3,-1.09,0.142
316.2,37.0,-2.48,0.1378
78.24,81.5,-2.57,0.0704
236.96,67.9,-1.72,0.3287
358.2,52.4,-1.4,0.1906
135.47,64.8,-4.45,0.1265
101.13,23.7,-1.67,0.0476
156.91,51.7,2.42,0.1466
120.75,60.2,-2.55,0.0869
107.46,108.1,-4.59,0.1211
212.43,31.3,-1.88,0.0923
453.92,104.1,-3.29,0.703
253.53,77.3,-4.85,0.1843
93.96,2.4,-1.15,0.0247
38.49,87.0,-3.28,0.0591
348.08,4.3,-3.06,0.2178
191.4,119.7,-1.12,0.126
410.92,104.7,-5.33,0.7317
329.76,35.7,-5.85,0.1296
398.12,30.9,0.18,0.4099
135.97,45.8,-6.33,0.0638
346.18,42.7,-3.94,0.1506
132.03,44.7,-6.0,0.0752
469.53,38.2,-2.72,0.3444
318.19,74.5,-0.43,0.4251
162.26,19.7,-1.22,0.0369
134.76,101.5,4.48,0.5103
95.46,97.5,1.22,0.315
347.32,57.2,-3.83,0.3158
109.36,102.3,-4.49,0.1602
297.65,29.7,5.27,0.7428
132.32,2.1,1.16,0.025
330.98,74.3,-0.03,0.525
407.47,54.9,-1.31,0.3967
389.01,68.1,-0.82,0.4697
380.43,107.9,-5.21,0.6202
93.86,116.4,-1.11,0.1024
44.19,76.1,-1.32,0.0526
349.47,91.7,-3.76,0.6149
184.17,10.1,-2.85,0.0526
216.17,19.3,2.29,0.3458
15.57,88.0,-1.81,0.0171
129.79,51.8,3.68,0.5208
16.84,53.5,-5.85,0.0131
439.59,37.0,-2.81,0.5192
121.7,72.9,-5.37,0.0964
278.67,22.2,-4.52,0.1208
19.49,75.2,-3.57,0.0368
333.42,20.9,-0.71,0.1616
161.51,7.7,-0.83,0.0292
448.96,39.6,-3.2,0.3973
444.06,27.7,-7.07,0.6394
162.65,106.7,2.19,0.5912
450.48,6.6,-2.21,0.2257
498.08,21.2,-4.29,0.4841
412.71,65.8,-0.81,0.4594
422.44,57.7,-0.99,0.4193
124.5,5.5,-2.31,0.0194
288.35,0.9,-1.13,0.1238
33.63,118.6,-4.39,0.1161
47.46,79.1,0.4,0.0426
499.45,43.8,-3.99,0.756
163.32,56.5,-3.01,0.17
374.09,32.0,0.12,0.3362
403.33,41.4,1.51,0.4104
429.01,77.9,2.46,0.8557
498.81,105.9,1.14,0.8704
120.75,22.1,-2.31,0.0499
20.18,100.8,-5.35,0.116
205.6,14.6,2.01,0.1799
65.04,25.8,1.93,0.1958
11.21,4.5,-3.18,0.0157
180.21,16.9,0.8,0.0781
391.87,110.1,-2.33,0.8154
283.09,55.1,2.25,0.5887
156.39,9.3,-2.79,0.0343
327.17,115.2,3.45,0.876
116.01,105.5,0.47,0.1989
7.19,90.6,2.99,0.2037
382.18,112.0,-2.66,0.5756
311.87,26.4,-0.49,0.1174
381.15,100.4,-3.92,0.3126
19.47,82.8,0.61,0.064
418.56,104.4,0.75,0.7176
309.76,95.6,4.49,0.9146
281.7,41.6,-0.29,0.1289
312.31,92.9,0.31,0.2513
432.22,31.5,-2.68,0.2587
293.47,39.4,-0.15,0.2625
290.48,12.9,-2.45,0.0899
495.34,112.2,-1.21,0.716
378.37,34.9,-1.06,0.2487
221.15,62.5,-2.38,0.1088
353.7,47.0,-1.34,0.212
194.62,115.2,-2.44,0.161
114.44,40.2,-2.45,0.0927
298.43,93.4,1.19,0.5851
464.09,102.6,-1.06,0.7984
464.57,52.3,-0.63,0.6738
170.95,45.4,-5.14,0.0259
263.84,89.7,-0.44,0.2949
105.82,109.5,-0.17,0.0908
497.82,90.6,-2.5,0.8022
490.56,27.3,3.71,0.8442
324.75,106.6,-7.22,0.3036
402.21,46.5,0.46,0.264
357.55,69.1,0.28,0.3579
296.58,99.8,-0.15,0.4568
26.67,22.6,-1.06,0.0215
227.38,94.1,-0.12,0.1335
337.39,71.5,0.67,0.6794
338.77,107.2,-3.31,0.5357
186.56,20.6,-0.75,0.0904
470.85,50.5,-1.96,0.6607
83.68,99.9,-4.23,0.041
250.18,2.3,0.29,0.0604
345.44,13.5,-2.91,0.2455
348.57,118.9,-5.24,0.4173
324.32,33.6,-2.85,0.1768
137.64,117.1,-3.5,0.1569
78.1,21.9,1.07,0.0281
317.97,43.3,-1.12,0.1844
299.65,90.3,1.96,0.7075
89.68,78.9,-3.17,0.0968
352.57,69.7,0.69,0.5828
227.59,63.6,5.6,0.8946
333.88,101.2,-0.61,0.4731
418.68,28.2,0.65,0.4572
84.86,53.1,0.23,0.0597
9.57,18.7,-5.06,0.0115
389.55,71.5,-0.04,0.3045
304.85,30.1,-0.73,0.124
349.82,40.1,-2.15,0.2204
419.08,56.6,-3.71,0.3482
401.41,3.2,0.23,0.2906
480.46,11.0,-3.93,0.4037
267.97,82.3,3.83,0.7914
244.25,51.5,-1.21,0.1682
200.94,103.8,-4.56,0.3234
76.85,83.4,-2.78,0.0667
286.3,1.0,-2.2,0.1557
138.51,74.0,4.53,0.6671
460.65,11.2,-3.71,0.4797
291.6,93.7,-1.79,0.5114
296.42,119.0,-2.84,0.4861
177.46,63.7,-0.25,0.1118
25.99,81.9,-2.8,0.0468
15.87,28.5,-4.35,0.0151
211.67,52.5,-1.99,0.0936
42.28,102.7,-2.25,0.1025
303.42,20.1,-2.98,0.0951
440.49,31.9,-2.85,0.5767
441.46,53.5,1.46,0.6535
329.52,85.5,-2.3,0.7004
105.62,45.1,-4.34,0.0347
431.5,111.3,-2.66,0.6785
443.05,11.3,-1.36,0.2766
98.33,44.5,-4.84,0.031
368.71,85.1,2.56,0.8577
143.26,27.1,0.67,0.0432
401.32,78.8,2.08,0.6898
498.62,19.7,-0.52,0.5194
15.01,6.7,-6.73,0.0197
448.68,14.5,2.34,0.5036
311.32,111.6,-3.66,0.4888
486.69,66.2,-3.46,0.6109
232.5,95.6,-1.11,0.159
423.69,39.9,1.95,0.5649
31.2,71.1,1.13,0.0287
167.64,59.4,0.77,0.2789
33.51,113.5,-2.28,0.1169
487.67,89.7,-2.32,0.5256
408.49,87.7,-0.64,0.6183
426.27,5.6,-1.83,0.2153
468.98,66.0,0.72,0.7563
42.55,56.0,0.58,0.0384
192.8,111.3,-0.02,0.1871
35.52,30.9,-7.81,0.0199
105.4,32.4,-1.18,0.0293
114.68,49.4,-1.77,0.105
234.55,29.2,-1.08,0.1498
134.28,15.5,-3.39,0.0416
50.49,102.9,-4.81,0.115
83.75,67.0,-0.34,0.0256
73.64,103.4,-2.39,0.0486
486.54,99.7,-0.06,0.755
379.65,33.8,-3.18,0.3572
483.88,65.7,2.04,0.8482
219.87,10.0,1.0,0.0506
139.18,109.8,-0.76,0.0936
399.15,48.5,-2.03,0.4083
163.13,47.2,0.63,0.2902
149.69,36.3,-0.52,0.1045
116.25,55.3,-0.9,0.1243
64.84,30.2,1.11,0.0633
128.23,45.0,2.07,0.1989
177.66,96.0,-4.63,0.1038
337.0,100.1,-4.13,0.5433
31.28,36.5,-3.45,0.0232
105.25,56.3,-5.26,0.0782
404.51,104.9,-1.66,0.5804
73.46,6.3,0.0,0.0247
171.32,106.7,-1.55,0.1718
432.33,26.3,-2.84,0.3695
77.46,81.4,1.32,0.2027
41.37,69.9,-1.15,0.0229
242.27,66.4,-0.64,0.0901
151.21,103.1,1.39,0.332
281.7,12.2,-1.81,0.207
401.9,41.6,3.65,0.915
68.57,64.6,-2.62,0.0267
290.35,97.4,3.49,0.7647
252.75,26.0,-3.94,0.0558
72.04,96.4,-0.21,0.0599
312.0,48.0,-3.11,0.3267
136.82,22.7,1.3,0.0917
243.92,91.1,-2.7,0.2027
41.14,10.9,-0.77,0.0233
229.79,61.8,-3.13,0.106
153.23,7.7,0.84,0.1351
411.19,42.8,-3.14,0.3623
28.49,72.1,2.71,0.1461
209.3,66.7,-3.99,0.1778
229.22,48.6,-4.86,0.1872
362.5,51.5,0.88,0.6219
287.14,27.2,-2.98,0.1301
333.61,54.7,-1.52,0.3852
388.52,114.4,-2.31,0.5926
431.1,102.1,-4.78,0.5434
156.94,17.4,-1.69,0.0332
269.01,3.6,1.66,0.1364
420.05,112.0,1.01,0.6845
494.73,63.2,-0.92,0.7239
444.76,64.5,1.28,0.7591
185.73,93.7,-4.15,0.0971
97.58,37.8,-2.31,0.0175
244.7,57.8,-0.51,0.097
370.82,116.2,-1.83,0.4556
246.28,80.7,-2.12,0.1867
241.59,18.4,-4.5,0.1539
419.12,16.0,-6.7,0.2348
180.7,24.5,0.54,0.1795
429.9,92.0,-0.89,0.3727
203.4,35.4,0.75,0.1128
164.12,2.6,-2.59,0.0598
226.99,113.3,-3.28,0.3633
381.22,20.4,-1.48,0.2121
63.0,1.1,0.64,0.0432
98.21,28.5,-2.08,0.0531
475.72,28.2,0.5,0.4232
87.75,50.6,-4.02,0.0531
283.86,110.4,-1.9,0.4451
289.66,105.5,-1.68,0.2879
244.81,54.8,1.57,0.5169
322.37,49.3,-0.98,0.1681
114.91,66.6,2.87,0.3121
276.33,29.2,-4.87,0.0776
186.09,6.3,-1.18,0.0539
330.83,112.7,-1.05,0.3326
70.61,22.4,0.05,0.0238
285.44,23.8,-3.53,0.0658
92.64,56.7,2.71,0.2928
139.32,59.0,-1.47,0.0893
109.35,2.2,-4.22,0.0453
91.42,17.8,-1.54,0.0247
412.86,45.4,-2.28,0.5126
142.85,82.0,5.46,0.7628
463.56,27.4,1.12,0.5869
484.96,50.8,-1.38,0.7682
285.63,66.9,-1.78,0.1894
71.5,106.6,0.88,0.2336
187.27,39.1,1.0,0.1713
398.87,16.0,-8.78,0.2051
183.7,58.7,0.11,0.0605
43.51,89.6,-1.43,0.0347
278.39,13.2,-4.78,0.181
422.56,51.0,0.7,0.7176
397.96,2.1,4.12,0.7739
87.56,4.0,-0.11,0.0249
336.38,58.0,1.25,0.5496
110.25,35.8,3.01,0.2247
109.1,101.4,-3.58,0.1742
437.04,72.3,-6.14,0.5563
124.83,54.5,0.14,0.0737
131.62,49.0,-2.12,0.0447
0.33,59.7,-4.94,0.0167
435.33,4.9,-1.7,0.0742
396.3,107.1,0.32,0.7476
313.66,119.8,-1.87,0.4336
375.13,21.8,-3.47,0.2022
76.02,14.4,-2.06,0.0095
229.16,17.2,-1.55,0.0613
175.61,79.3,-6.32,0.0919
46.89,79.4,-1.86,0.0345
243.07,101.8,-4.86,0.2968
460.37,90.2,0.15,0.6651
20.03,54.0,-5.4,0.0146
145.73,73.5,1.03,0.0944
103.77,82.6,-2.52,0.0439
119.07,61.5,-2.86,0.152
454.22,57.1,-0.76,0.6762
234.03,77.4,-3.67,0.1309
233.15,66.9,-0.8,0.0679
380.29,77.3,-3.33,0.4416
77.25,73.5,-2.89,0.0598
243.63,86.3,-0.49,0.2501
214.99,77.1,-4.35,0.2223
298.46,62.4,-4.66,0.2787
499.78,81.8,-0.88,0.5417
384.72,53.9,-1.57,0.3855
198.93,29.0,-1.08,0.1144
413.78,0.2,-0.68,0.1752
85.35,67.2,-1.36,0.0654
15.23,70.9,0.02,0.0271
102.22,116.6,-1.26,0.282
170.21,43.4,-6.52,0.041
255.29,47.3,-5.87,0.2368
307.56,24.2,3.32,0.3729
455.3,8.5,-1.5,0.5414
254.93,92.7,0.88,0.2469
250.64,30.0,-2.36,0.1245
25.12,73.1,-1.65,0.0177
17.46,82.5,-2.63,0.0219
275.58,56.5,4.66,0.8582
219.09,105.2,-0.87,0.3417
419.59,53.3,-2.84,0.444
80.34,34.2,-5.63,0.0486
12.49,107.5,3.43,0.4491
224.52,103.4,-1.91,0.1832
118.74,19.7,0.36,0.0232
24.81,3.1,0.64,0.0203
362.3,10.8,-2.66,0.1508
55.8,34.4,0.18,0.0379
304.16,116.7,-3.01,0.4893
140.52,67.0,-3.98,0.0623
86.75,44.8,1.41,0.1262
189.88,106.6,-1.9,0.2584
400.72,54.4,-0.2,0.4708
196.05,37.8,-0.47,0.0712
375.38,112.9,0.09,0.6557
62.74,101.9,-5.39,0.099
386.39,101.2,-2.96,0.6058
118.47,61.5,-2.31,0.1429
338.7,94.7,-3.58,0.4488
282.89,21.5,-0.43,0.0982
464.57,68.8,1.47,0.6396
193.66,118.1,1.86,0.6229
33.08,34.9,-2.35,0.0284
9.58,95.3,-0.77,0.1035
413.43,58.9,-0.39,0.2101
262.37,4.8,0.05,0.1368
387.62,91.6,-3.7,0.461
117.21,20.2,3.05,0.1673
172.54,75.8,0.82,0.1329
15.05,10.3,0.88,0.0374
480.75,113.6,1.51,0.9057
333.93,35.0,-0.16,0.133
466.6,27.2,-4.07,0.4312
132.75,15.5,-1.85,0.0546
305.73,113.5,-5.63,0.4348
339.25,85.4,-0.46,0.5123
158.77,89.0,-1.92,0.1151
424.05,59.9,-1.6,0.2082
473.58,57.0,1.51,0.7581
442.43,13.2,-2.64,0.338
369.53,67.2,-2.13,0.406
138.73,29.6,-1.45,0.0838
140.81,117.3,-6.1,0.0697
481.68,95.6,-2.17,0.6611
5.14,49.6,-7.71,0.0151
358.02,18.2,-2.96,0.1227
353.12,94.2,0.64,0.5213
311.34,14.6,-0.38,0.1918
495.05,22.7,-2.99,0.4879
155.94,25.4,-1.4,0.0386
169.99,66.8,-4.19,0.0988
39.47,94.4,-1.51,0.0909
221.4,37.7,5.83,0.8421
130.52,10.2,3.11,0.153
171.69,55.7,-1.37,0.0692
417.29,89.8,-1.1,0.3377
467.74,26.6,-3.95,0.3604
92.87,26.4,-3.5,0.0144
186.25,113.7,-0.59,0.4326
464.32,114.5,-2.81,0.6235
30.9,118.9,0.76,0.1886
46.18,96.9,2.42,0.4223
81.4,22.6,-0.67,0.0322
297.61,25.4,-1.25,0.1434
75.24,40.8,-5.7,0.0189
484.04,38.2,0.37,0.4785
223.36,114.8,-4.36,0.4528
250.76,94.7,-2.55,0.2895
123.33,86.9,0.9,0.1602
235.48,22.3,1.07,0.2727
330.96,109.1,-2.67,0.5332
375.59,99.3,-2.52,0.4802
376.93,19.6,-3.25,0.2532
288.95,104.5,-4.49,0.2681
452.18,32.7,-3.09,0.3378
408.7,9.7,-5.53,0.2336
378.52,78.8,0.21,0.5284
27.8,78.5,-0.51,0.0236
3.44,11.4,-0.1,0.0139
106.22,38.3,-3.89,0.0366
331.76,119.1,-4.49,0.3754
205.6,81.4,-1.37,0.1387
201.2,87.6,-1.34,0.0608
442.29,25.6,-1.87,0.2774
447.78,9.5,-2.22,0.2099
454.59,33.2,2.78,0.7616
156.94,29.9,-0.43,0.0191
345.53,28.1,3.43,0.698
135.82,23.1,1.67,0.1668
95.3,69.0,2.76,0.2485
92.32,39.4,-4.19,0.0511
171.05,98.4,-0.02,0.1288
214.98,22.1,-2.58,0.0382
415.47,55.8,-5.66,0.416
59.95,1.6,2.24,0.0902
367.46,57.8,-2.23,0.205
265.73,6.7,-4.14,0.0754
143.97,117.3,-2.54,0.1529
246.41,94.9,-3.49,0.5793
149.97,58.8,-3.23,0.0906
298.04,10.4,-2.05,0.0515
216.92,71.1,2.83,0.2538
82.2,91.1,-3.17,0.108
58.29,22.9,2.65,0.2976
273.35,68.2,0.62,0.2578
451.21,97.7,-0.51,0.5998
171.98,92.2,0.37,0.2135
366.5,96.4,-1.47,0.3724
329.33,105.5,1.72,0.3715
465.78,112.5,-0.08,0.8073
410.49,48.7,-5.66,0.3116
283.3,68.3,-0.76,0.3352
328.52,94.9,0.46,0.3651
449.19,83.7,-2.22,0.6009
199.76,119.5,-1.18,0.3357
163.4,1.6,-3.03,0.067
5.41,42.6,-4.94,0.0241
